id_covidence,doi,pmid,pmcid,link,study,published_year,journal,title
#1849,10.3390/vaccines13020103,40006650,PMC11860179,,Kern 2025,2025,Vaccines,Leukocyte Count in Solid Organ Transplant Recipients After SARS-CoV-2 mRNA Vaccination and Infection
#1359,10.3390/vaccines13020113,40006661,PMC11861871,,Göbel 2025,2025,Vaccines (Basel),Comparison of Phenotypes of Headaches After COVID-19 Vaccinations Differentiated According to the Vaccine Used
#1737,10.3390/vaccines13020147,40006694,PMC11861186,,Jiménez-Corona 2025,2025,Vaccines,COVID-19 Vaccination Uptake and Effectiveness for Hospitalized Cases Among Healthcare Workers in Tertiary Hospital
#2695,10.3390/vaccines13020158,40006705,PMC11860858,,Neutel 2025,2025,Vaccines,Safety and Immunogenicity of Concomitant Administration and Combined Administration of Bivalent BNT162b2 COVID-19 Vaccine and Bivalent RSVpreF Respiratory Syncytial Virus Vaccine with or Without Quadrivalent Influenza Vaccine in Adults ≥ 65 Years of Age
#3209,10.3390/vaccines13020161,40006708,PMC11861607,,Saavedra 2025,2025,Vaccines,"Prevalence of Adverse Events Reported Following the First Dose of COVID-19 Vaccines in Bahia State, Brazil, from 2021 to 2022"
#24345,10.3390/vaccines13020176,40006723,PMC11860193,,Shemer 2025,2025,Vaccines (Basel),COVID-19 Vaccination and Acute Anterior Uveitis-A Case Control Study
#4169,10.3390/vaccines13020189,40006735,PMC11861709,,Zawiasa-Bryszewska 2025,2025,Vaccines,Safety and Efficacy of Influenza Vaccination in Kidney Graft Recipients in Late Period After Kidney Transplantation
#2796,10.3390/vaccines13020192,40006738,PMC11860627,,Omole 2025,2025,Vaccines,"Safety, Tolerability, and Immunogenicity of the Pneumococcal Vaccines PPSV23 or PCV15 Co-Administered with a Booster Dose of mRNA-1273 SARS-CoV-2 Vaccine in Healthy Adults ≥50 Years of Age"
#784,10.3390/vaccines13020197,40006743,PMC11861641,,Choi 2025,2025,Vaccines,Early and Late Influenza Vaccine Effectiveness in South Korea During the 2023–2024 Season
#2182,10.15585/mmwr.mm7406a1,40014628,PMC11867580,,Link-Gelles 2025,2025,MMWR Morb Mortal Wkly Rep,"Interim Estimates of 2024-2025 COVID-19 Vaccine Effectiveness Among Adults Aged ≥18 Years - VISION and IVY Networks, September 2024-January 2025"
#1181,10.15585/mmwr.mm7406a3,40014654,PMC11867584,,Fazal 2025,2025,MMWR Morb Mortal Wkly Rep,"Reports of Encephalopathy Among Children with Influenza-Associated Mortality - United States, 2010-11 Through 2024-25 Influenza Seasons"
#1265,10.15585/mmwr.mm7406a2,40014791,PMC11867582,,Frutos 2025,2025,MMWR Morb Mortal Wkly Rep,"Interim Estimates of 2024-2025 Seasonal Influenza Vaccine Effectiveness - Four Vaccine Effectiveness Networks, United States, October 2024-February 2025"
#3014,10.1111/apm.70010,40017167,,,Pratt 2025,2025,APMIS,"Prevalence and Co-Detection Rates of SARS-CoV-2, Influenza, and Respiratory Syncytial Virus: A Retrospective Analysis"
#2433,10.1111/ped.15892,40019392,,,Matsunashi 2025,2025,Pediatr Int,Rate of vertical transmission of coronavirus disease 2019 and effect of maternal vaccination: A prospective cohort study
#3135,10.1016/j.vaccine.2025.126946,40023131,,,Rigamonti 2025,2025,Vaccine,Real-world effectiveness of influenza vaccination in preventing influenza and influenza-like illness in children
#9612,10.1016/j.vaccine.2025.126946,40023131,,,Rigamonti 2024,2024,Vaccine,Real-World Effectiveness of Live Attenuated vs. Inactivated Influenza Vaccines in Children
#2106,10.3389/fimmu.2025.1470609,40034704,PMC11872700,,Levy 2025,2025,Front Immunol,XBB.1.5 mRNA COVID-19 vaccine protection against inpatient or emergency department visits among adults infected with SARS-CoV-2 JN.1 and XBB-lineage variants
#21796,10.1016/j.lana.2025.101026,40040820,PMC11875141,,Gottlieb 2025,2025,Lancet Reg Health Am,"Differences in Long COVID severity by duration of illness, symptom evolution, and vaccination: a longitudinal cohort study from the INSPIRE group"
#11770,10.1007/s00431-025-06050-7,40044918,,,Marouk 2025,2025,Eur J Pediatr,Effectiveness of nirsevimab in reducing hospitalizations in emergency departments due to bronchiolitis among infants under 3 months: a retrospective study
#1202,10.3389/fmed.2025.1501921,40046918,PMC11879978,,Ferreira-da-Silva 2025,2025,Front Med (Lausanne),Network analysis of adverse event patterns following immunization with mRNA COVID-19 vaccines: real-world data from the European pharmacovigilance database EudraVigilance
#3927,10.1016/j.jinf.2025.106461,40054670,,,Ward 2025,2025,J Infect,Understanding the effectiveness of the Comirnaty monovalent and bivalent vaccines during the Winter Coronavirus (COVID-19) Infection Study
#19,10.1186/s12889-025-21765-w,40055620,PMC11889865,,AbdulRahim 2025,2025,BMC Public Health,Association of COVID-19 infection and COVID-19 vaccination with idiopathic sudden sensorineural hearing loss in Malaysia: a case-control study
#22655,10.1001/jama.2025.1225,40063039,PMC12277020,,Lauring 2025,2025,Jama,Genomic Characterization of RSV in the US by Vaccination Status
#24,10.1080/22221751.2025.2466699,40071892,PMC11980197,,AbouChakra 2025,2025,Emerg Microbes Infect,Vaccine effectiveness dynamics against influenza and SARS-CoV-2 in community-tested patients in France 2023-2024
#506,10.1016/j.vaccine.2025.126907,40073670,PMC11975468,,Bolu 2025,2025,Vaccine,"Feasibility of cohort event monitoring and assessment of reactogenicity and adverse events among a cohort of AstraZeneca and Moderna COVID-19 vaccine recipients in Nigeria, 2021"
#2581,10.1016/j.lana.2025.101031,40083966,PMC11904515,,MoreiraPuga 2025,2025,The Lancet Regional Health - Americas,"Immunogenicity and reactogenicity of fractional vs. full booster doses of COVID-19 vaccines: a non-inferiority, randomised, double-blind, phase IV clinical trial in Brazil"
#25300,10.1093/eurjcn/zvaf033,40085436,,,Yoon 2025,2025,Eur J Cardiovasc Nurs,Health-related quality of life in adolescents with myocarditis and pericarditis after BNT162b2 COVID-19 vaccination: Korean national surveillance
#21760,10.1016/j.therap.2025.02.007,40090811,,,Gligorov 2025,2025,Therapie,Vaccines and the risk of Guillain-Barré syndrome: A French pharmacovigilance analysis
#22789,10.21203/rs.3.rs-6096098/v1,40092435,PMC11908350,,Li 2025,2025,Res Sq,Exploring Temporal and Spatial Characteristics of Serious Adverse Event Reports Following COVID-19 Bivalent Vaccines
#23473,10.1016/j.lanwpc.2025.101506,40092586,PMC11910125,,Nguyen 2025,2025,Lancet Reg Health West Pac,Short term safety profile of respiratory syncytial virus vaccine in adults aged ≥ 60 years in Australia
#1894,10.3390/jcm14051767,40095916,PMC11900331,,Kim 2025,2025,Journal of Clinical Medicine,Broad-Spectrum Adverse Events of Special Interests Based on Immune Response Following COVID-19 Vaccination: A Large-Scale Population-Based Cohort Study
#183,10.1080/21645515.2025.2475616,40098448,,,AmaraldeAvilaMachado 2025,2025,Hum Vaccin Immunother,Enhanced passive safety surveillance of standard-dose and high-dose influenza vaccines in Finland and Germany 2023-24 season
#22192,10.1002/bcp.70045,40099868,PMC12304821,,Jajou 2025,2025,Br J Clin Pharmacol,General practitioner consultation for postmenopausal bleeding after COVID-19 vaccination-a self-controlled cohort study
#1407,10.3238/arztebl.m2025.0032,40101263,,,Grieshaber 2025,2025,Dtsch Arztebl Int,The Long-Term Tolerability of BNT162b2 in Children and Adolescents (the CoVacU18 Study)
#23729,10.1016/j.jaad.2025.03.021,40107504,,,Pathak 2025,2025,J Am Acad Dermatol,Vitiligo development following COVID-19 vaccination: A retrospective analysis of 128 cases using the Vaccine Adverse Events Reporting System
#776,10.1093/ofid/ofaf115,40110421,PMC11919815,,Choi 2025,2025,Open Forum Infectious Diseases,"Rates of Hospitalization and Death due to COVID-19 in US Veterans with SARS-CoV-2 Infection in the XBB-, JN.1-, and KP-Predominant Eras"
#4155,10.3389/fpubh.2025.1420291,40115337,PMC11922928,,Zaidi 2025,2025,Front Public Health,COVID-19 vaccines side effects among the general population during the pandemic: a cross-sectional study
#1415,10.1111/ene.16510,40115993,PMC11926444,,Grisanti 2025,2025,Eur J Neurol,Neurological long COVID in the outpatient clinic: Is it so long?
#2757,10.1089/cap.2024.0129,40127994,,,O'Dor 2025,2025,J Child Adolesc Psychopharmacol,Pediatric Neuropsychiatric Syndromes: Updates on COVID-19 Infection and Vaccination
#768,10.3346/jkms.2025.40.e101,40132537,PMC11932827,,Cho 2025,2025,J Korean Med Sci,"Global Burden of Vaccine-Associated Cerebrovascular Venous Sinus Thrombosis, 1968-2024: A Critical Analysis From the WHO Global Pharmacovigilance Database"
#3137,10.1111/apa.70066,40135713,,,Rius-Peris 2025,2025,Acta Paediatr,Nirsevimab Immunisation Significantly Reduces Respiratory Syncytial Virus-Associated Bronchiolitis Hospitalisations and Alters Seasonal Patterns
#21752,10.3390/microorganisms13030469,40142362,PMC11945264,,Giovanetti 2025,2025,Microorganisms,Epidemiological Transitions in Influenza Dynamics in the United States: Insights from Recent Pandemic Challenges
#20901,10.14744/AnatolJCardiol.2025.5105,40151843,PMC12231392,,Çetinkaya 2025,2025,Anatol J Cardiol,"COVID-19 Infection, Vaccination, and Severe Coronary Artery Disease in Türkiye: A Retrospective Analysis"
#46,10.1016/j.jaci.2025.03.015,40154575,,,Adelglass 2025,2025,J Allergy Clin Immunol,Immunogenicity of adjuvanted recombinant SARS-CoV-2 spike protein vaccine after earlier mRNA vaccine doses
#3691,10.1177/09612033251331244,40156281,,,Thepveera 2025,2025,Lupus,Disease exacerbation and COVID-19 following mRNA COVID-19 vaccination in adolescents with Systemic Lupus Erythematosus
#1107,10.2807/1560-7917.Es.2025.30.12.2500174,40156348,,,Emborg 2025,2025,Euro Surveill,"Enhanced influenza vaccines impact effectiveness in individuals aged 65 years and older, Denmark, 2024/25 influenza season up to 4 March 2025"
#1527,10.1016/j.ajt.2025.03.025,40169094,,,Havlin 2025,2025,Am J Transplant,Respiratory syncytial virus prefusion F3 vaccine in lung transplant recipients elicits CD4+ T cell response in all vaccinees
#290,10.1371/journal.pone.0311459,40173404,PMC11964452,,Awasthi 2025,2025,PLoS One,Emergence to dominance: Estimating time to dominance of SARS-CoV-2 variants using nonlinear statistical models
#1798,10.1080/21645515.2025.2484088,40174609,PMC11970786,,Kandinov 2025,2025,Hum Vaccin Immunother,An mRNA-based seasonal influenza vaccine in adults: Results of two phase 3 randomized clinical trials and correlate of protection analysis of hemagglutination inhibition titers
#11951,10.15585/mmwr.mm7411a1,40179043,PMC11970723,,Jobe 2025,2025,MMWR Morb Mortal Wkly Rep,"Human Metapneumovirus Seasonality and Co-Circulation with Respiratory Syncytial Virus - United States, 2014-2024"
#178,10.1016/j.vaccine.2025.127046,40184816,,,Alves 2025,2025,Vaccine,"Immunogenicity and safety of a monovalent Omicron XBB.1.5 SARS-CoV-2 recombinant spike protein vaccine in previously unvaccinated, SARS-CoV-2 seropositive participants: Primary day-28 analysis of a phase 2/3 open-label study"
#2925,10.1016/j.vaccine.2025.127010,40184817,,,Payne 2025,2025,Vaccine,"Effectiveness of 2023-2024 COVID-19 vaccines against COVID-19-associated hospitalizations among adults aged ≥18 years with end stage kidney disease - United States, September 2023-April 2024"
#2815,10.1016/j.jocn.2025.111223,40184822,,,Ota 2025,2025,J Clin Neurosci,Expression of SARS-CoV-2 spike protein in cerebral Arteries: Implications for hemorrhagic stroke Post-mRNA vaccination
_#116,10.1136/bmjopen-2024-087850,40187782,PMC11973799,,Alami 2025,2025,BMJ Open,Safety surveillance of respiratory syncytial virus (RSV) vaccine among pregnant individuals: a real-world pharmacovigilance study using the Vaccine Adverse Event Reporting System
#1735,10.1080/22221751.2025.2490531,40192342,PMC12164376,,Jiang 2025,2025,Emerg Microbes Infect,Influenza vaccine effectiveness among primary and secondary school students in Shenzhen during the 2023/24 influenza season
#6708,10.5001/omj.2024.107,40196803,PMC11973885,,Hammam 2024,2024,Oman Medical Journal,Safety of COVID-19 Vaccination in Patients with Rheumatic and Musculoskeletal Diseases: A Cross-sectional Study in Egypt
#22737,10.1093/infdis/jiaf185,40198276,,,Lewis 2025,2025,J Infect Dis,"Vaccine Effectiveness Against Influenza A(H1N1), A(H3N2), and B-Associated Hospitalizations-United States, September 1, 2023-May 31, 2024"
#2229,10.1016/j.vaccine.2025.127069,40203591,,,Lloyd 2025,2025,Vaccine,Safety monitoring of health outcomes following influenza vaccination during the 2023-2024 season among U.S. Medicare beneficiaries aged 65 years and older
#1789,10.1016/j.artd.2025.101673,40231045,PMC11995801,,Kamalapathy 2025,2025,Arthroplasty Today,Vaccination Status is Not Associated With Adverse Postoperative Outcomes Following Total Joint Arthroplasty in Patients With a Preoperative COVID-19 Diagnosis
#24180,10.1007/s40264-025-01547-4,40238055,PMC12259799,,Sankar 2025,2025,Drug Saf,Signal Monitoring for Adverse Events Following Immunisation with COVID-19 Vaccines During the SARS-CoV-2 Pandemic: An Evaluation of the South African Surveillance System
#1665,10.1016/s2213-2600(25)00048-7,40245915,,,Ison 2025,2025,Lancet Respir Med,"Efficacy, safety, and immunogenicity of the AS01(E)-adjuvanted respiratory syncytial virus prefusion F protein vaccine (RSVPreF3 OA) in older adults over three respiratory syncytial virus seasons (AReSVi-006): a multicentre, randomised, observer-blinded, placebo-controlled, phase 3 trial"
#1712,10.1038/s41598-025-98106-9,40247100,PMC12006434,,Jeong 2025,2025,Sci Rep,Global and regional estimates of vaccine-associated herpes zoster and their related vaccines from 1969 to 2023
#23161,10.1007/s00467-025-06778-2,40261402,,,Mazza 2025,2025,Pediatr Nephrol,Association of COVID-19 vaccination with relapsed nephrotic syndrome and new onset nephrotic syndrome in children
#3689,10.3390/medsci13020038,40265385,PMC12015835,,Thanh 2025,2025,Med Sci (Basel),Safety of and Adverse Reactions to the COVID-19 Vaccine Among Pregnant and Breastfeeding Women
#24912,10.3390/vaccines13030273,40266144,PMC11946322,,Vita 2025,2025,Vaccines (Basel),COVALENCE STUDY: Immunogenicity and Reactogenicity of a COVID-19 mRNA Vaccine in an Open-Label Cohort of Long-Survivor Patients with Metastatic Lung Cancer
#3688,10.3390/vaccines13030289,40266198,PMC11946013,,Thanborisutkul 2025,2025,Vaccines,Incidence and Factors Associated with Self-Reported Skin Symptoms of Allergic Reactions to COVID-19 Vaccines
#156,10.3390/vaccines13030328,40266222,PMC11946143,,Almeida 2025,2025,Vaccines,Immunogenicity and Safety of the Bivalent Respiratory Syncytial Virus Prefusion F Subunit Vaccine in Immunocompromised or Renally Impaired Adults
#40,10.3390/vaccines13030309,40266236,PMC11946095,,AcutiMartellucci 2025,2025,Vaccines,"The Effectiveness of Four Quadrivalent, Inactivated Influenza Vaccines Administered Alone or in Combination with Pneumococcal and/or SARS-CoV-2 Vaccines: A Population-Wide Cohort Study"
#24824,10.7759/cureus.81085,40271323,PMC12017381,,Umezawa 2025,2025,Cureus,A Series of Glomerular Diseases That Developed After COVID-19 Vaccination
#706,10.1016/j.eclinm.2025.103171,40276143,PMC12018050,,Chen 2025,2025,eClinicalMedicine,Interaction between influenza vaccine and statins affecting the risk of rhabdomyolysis in Taiwan: a nationwide case-centred analysis
#1208,10.3389/fimmu.2025.1501275,40276503,PMC12018429,,Fierro 2025,2025,Front Immunol,Shared clinical and immunologic features of mRNA vaccines: preliminary results from a comparative clinical study
#1246,10.1038/s41598-025-98313-4,40289148,PMC12034749,,Fraenza 2025,2025,Sci Rep,Disproportionality analysis of European safety reports on autoimmune and rheumatic diseases following COVID-19 vaccination
#489,10.5694/mja2.52655,40293046,PMC12167606,,Bloomfield 2025,2025,Med J Aust,"Nirsevimab immunisation of infants and respiratory syncytial virus (RSV)-associated hospitalisations, Western Australia, 2024: a population-based analysis"
#3989,10.1136/rmdopen-2024-005138,40295118,PMC12039019,,Woo 2025,2025,RMD Open,Risk of new-onset polymyalgia rheumatica following COVID-19 vaccination in South Korea: a self-controlled case-series study
#233,10.1038/s41467-025-59344-7,40301395,PMC12041242,,Appaneal 2025,2025,Nat Commun,Early effectiveness of the BNT162b2 KP.2 vaccine against COVID-19 in the US Veterans Affairs Healthcare System
#367,10.1016/j.neurol.2025.04.007,40307085,,,Barnay 2025,2025,Rev Neurol (Paris),The safety of COVID-19 vaccines in a large French series of patients with neuromuscular conditions and the impacts of vaccination on their daily lives
#3394,10.1097/aog.0000000000005904,40311142,,,Sheth 2025,2025,Obstet Gynecol,Coronavirus Disease 2019 (COVID-19) Vaccination and Spontaneous Abortion
#3643,10.1016/j.resinv.2025.04.016,40319702,,,Tamura 2025,2025,Respir Investig,"Phase 3 study of an Ad26.RSV.preF/RSV preF protein vaccine to evaluate the prevention efficacy of RSV-mediated lower tract disease, immunogenicity and safety in Japanese adults"
#1739,10.1016/j.ajog.2025.04.067,40324666,PMC12353535,,JinHsieh 2025,2025,Am J Obstet Gynecol,Investigation of Maternal Outcomes Following Respiratory Syncytial Virus Vaccination in the Third Trimester: Insights from a Real-World U.S. Electronic Health Records Database
#2231,10.1002/pds.70151,40328431,,,Lloyd 2025,2025,Pharmacoepidemiol Drug Saf,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States
#1117,10.1111/irv.70115,40328669,PMC12055342,,Erdwiens 2025,2025,Influenza Other Respir Viruses,Interim Estimates of 2024-2025 Seasonal Influenza Vaccine Effectiveness in Germany-Data From Primary Care and Hospital Sentinel Surveillance
#1896,10.3346/jkms.2025.40.e63,40329789,PMC12056060,,Kim 2025,2025,J Korean Med Sci,Maternal Exposures to COVID-19 Vaccine and Adverse Birth Outcomes: National Population Study in Korea
#3188,10.1001/jama.2025.5646,40332892,PMC12060023,,RudmanSpergel 2025,2025,Jama,Immunogenicity and Safety of Influenza and COVID-19 Multicomponent Vaccine in Adults ≥50 Years: A Randomized Clinical Trial
#1199,10.3390/vaccines13040396,40333295,PMC12031101,,Ferraioli 2025,2025,Vaccines,Anti-SARS-CoV-2 B and T-Cell Immune Responses Persist 12 Months After mRNA Vaccination with BNT162b2 in Systemic Lupus Erythematosus Patients Independently of Immunosuppressive Therapies
#2692,10.3390/vaccines13040392,40333305,PMC12031221,,Nelli 2025,2025,Vaccines,Venous Thromboembolic Risk Does Not Increase After a Third Dose of SARS-CoV-2 mRNA-BNT162b2 Vaccine in Cancer Patients Receiving Active Systemic Therapies: Updated Results from the Vax-On-Third-Profile Study
#2105,10.3390/vaccines13040398,40333311,PMC12031295,,Levy 2025,2025,Vaccines,Neutralizing Antibody Response to the AreXvy Respiratory Syncytial Virus Vaccine in Lung Transplant Recipients: Assessment Against Reference and Seasonal Strains
#2916,10.15585/mmwr.mm7416a1,40338822,PMC12061057,,Patton 2025,2025,MMWR Morb Mortal Wkly Rep,"Interim Evaluation of Respiratory Syncytial Virus Hospitalization Rates Among Infants and Young Children After Introduction of Respiratory Syncytial Virus Prevention Products - United States, October 2024-February 2025"
#23773,10.1016/s1473-3099(25)00156-2,40339585,,,PérezMarc 2025,2025,Lancet Infect Dis,"Real-world effectiveness of RSVpreF vaccination during pregnancy against RSV-associated lower respiratory tract disease leading to hospitalisation in infants during the 2024 RSV season in Argentina (BERNI study): a multicentre, retrospective, test-negative, case-control study"
#1934,10.4178/epih.e2025024,40340265,,,Ko 2025,2025,Epidemiol Health,Risk of new-onset seizures following immunization against COVID-19: a self-controlled case-series study
#1266,10.1001/jamanetworkopen.2025.8322,40343698,PMC12065041,,Fry 2025,2025,JAMA Netw Open,Effectiveness and Safety of Respiratory Syncytial Virus Vaccine for US Adults Aged 60 Years or Older
#3178,10.1016/j.vaccine.2025.127217,40344810,,,Rouleau 2025,2025,Vaccine,"New-onset anesthesia/paresthesia following the administration of COVID-19 vaccines in Quebec, Canada"
#24853,10.1038/s43856-025-00891-x,40348868,PMC12065847,,VanRampelbergh 2025,2025,Commun Med (Lond),Comparison of vaccine-induced immune thrombocytopenia and thrombosis cases following two adenovirus-vectored COVID-19 vaccines
#22899,10.1016/j.cmi.2025.05.002,40349967,,,Livne 2025,2025,Clin Microbiol Infect,Hybrid and vaccination immunity against severe COVID-19 in the post-pandemic era-a retrospective cohort study
#24573,10.3389/fphar.2025.1561410,40356957,PMC12066665,,Subaiea 2025,2025,Front Pharmacol,Charting the COVID-19 vaccination journey in Saudi Arabia: Insights into post-vaccination adverse effects and immunization dynamics
#25499,10.1093/infdis/jiaf248,40359401,PMC12353657,,Zhu 2025,2025,J Infect Dis,"Estimating Influenza Vaccine Effectiveness Against Laboratory-Confirmed Influenza Using Linked Public Health Information Systems, California, 2023-2024 Season"
#36,10.1093/gerona/glaf108,40371440,PMC12202091,,Abul 2025,2025,J Gerontol A Biol Sci Med Sci,Incidence of Long COVID Diagnoses in 3.6 Million U.S. Medicare Beneficiaries With COVID-19
#3018,10.1016/j.jns.2025.123536,40373476,,,Primicerio 2025,2025,J Neurol Sci,Small fiber neuropathy following COVID-19 vaccination: A case series
#24752,10.1016/j.jpeds.2025.114642,40373954,,,Top 2025,2025,J Pediatr,Active Surveillance for Myocarditis and Pericarditis in Canadian Children from 2021 to 2022: A Canadian Immunization Monitoring Program ACTive Study
#2631,10.1016/s2352-4642(25)00102-6,40379431,,,Munro 2025,2025,Lancet Child Adolesc Health,"180-day efficacy of nirsevimab against hospitalisation for respiratory syncytial virus lower respiratory tract infections in infants (HARMONIE): a randomised, controlled, phase 3b trial"
#3999,10.1371/journal.pone.0310474,40392910,PMC12091759,,Wu 2025,2025,PLoS One,Adverse events affecting recovery from seasonal influenza vaccination in the hypertensive population: A population-based pharmacovigilance analysis
#2033,10.1111/irv.70120,40395132,PMC12093050,,LanieceDelaunay 2025,2025,Influenza Other Respir Viruses,"COVID-19 Vaccine Effectiveness Against Medically Attended Symptomatic SARS-CoV-2 Infection Among Target Groups in Europe, October 2024-January 2025, VEBIS Primary Care Network"
#3372,10.1002/bdr2.2474,40395208,PMC12093198,,Sharma 2025,2025,Birth Defects Res,"COVID-19 Vaccination During Pregnancy and Birth Defects: Results From the CDC COVID-19 Vaccine Pregnancy Registry, United States 2021-2022"
#2715,10.1016/j.vaccine.2025.127275,40398327,,,Nham 2025,2025,Vaccine,Real-world effectiveness of COVID-19 XBB.1.5 monovalent mRNA vaccine: Analysis over nine months
#1221,10.1016/j.vaccine.2025.127254,40398329,,,Fitzpatrick 2025,2025,Vaccine,Neurological adverse events following COVID-19 vaccination among Canadians referred to the special immunization clinic network
#21593,10.1016/s1473-3099(25)00153-7,40412421,,,Folegatti 2025,2025,Lancet Infect Dis,"Comparative assessment of immunogenicity and safety of recombinant influenza vaccine in children, adolescents, and adults: results from a phase 3, immunobridging, open-label, non-randomised study"
#2339,10.1016/j.vaccine.2025.127297,40418866,,,Malange 2025,2025,Vaccine,"Influenza vaccination during early pregnancy and risk of major birth defects, US Birth Defects Study To Evaluate Pregnancy exposureS, 2014-2019"
#2076,10.1016/j.vaccine.2025.127300,40424706,,,Lee 2025,2025,Vaccine,"Limited durability of protection conferred by XBB.1.5 vaccines against omicron-associated severe outcomes among community-dwelling adults, Ontario, Canada"
#2684,10.1038/s41598-025-03428-3,40425703,PMC12116907,,Nazar 2025,2025,Sci Rep,Serious adverse drug reactions associated with anti-SARS-CoV-2 vaccines and their reporting trends in the EudraVigilance database
#2252,10.3390/ph18050636,40430457,PMC12114770,,LópezdeLasHuertas 2025,2025,Pharmaceuticals (Basel),Disproportionality Analysis of the Five Most Widespread Neurological Effects of COVID-19 Vaccines from 2021 to 2023: Insights from EudraVigilance
#1605,10.3390/vaccines13050467,40432079,PMC12116156,,Huang 2025,2025,Vaccines,"The Safety and Immunogenicity of a Quadrivalent Influenza Subunit Vaccine in Healthy Children Aged 6–35 Months: A Randomized, Blinded and Positive-Controlled Phase III Clinical Trial"
#111,10.1590/1519-6984.289927,40435071,,,Al-Muzafar 2025,2025,Braz J Biol,"Self-reported post-vaccination side effects of each of the three rounds of COVID-19 vaccinations: the case in the Eastern Province, Saudi Arabia"
#1051,10.1177/14034948251333901,40439194,,,Dudukina 2025,2025,Scand J Public Health,Associations between mRNA COVID-19 vaccination and urticaria: a nationwide registry-based cohort study in Denmark
#21721,10.1097/inf.0000000000004878,40440704,,,Gentile 2025,2025,Pediatr Infect Dis J,Maternal Immunization With RSVpreF Vaccine: Effectiveness in Preventing Respiratory Syncytial Virus-associated Hospitalizations in Infants Under 6 Months in Argentina: Multicenter Case-control Study
#20369,10.1097/inf.0000000000004866,40440707,,,Andersen 2025,2025,Pediatr Infect Dis J,"Clinical Outcomes in Children <5 Years of Age Hospitalized for Respiratory Syncytial Virus, COVID-19 or Influenza in the United States"
#2677,10.1016/j.vaccine.2025.127291,40440921,,,Nasreen 2025,2025,Vaccine,Risk of Guillain-Barré syndrome after COVID-19 vaccination or SARS-CoV-2 infection: A multinational self-controlled case series study
#3019,10.3389/ti.2025.14187,40454297,PMC12124284,,Prins 2025,2025,Transpl Int,A Retrospective Test-Negative Case-Control Study to Evaluate Influenza Vaccine Effectiveness in Preventing Influenza Among Immunocompromised Adults With a Solid Organ Transplant
#2066,10.1002/jmv.70408,40454841,,,Lee 2025,2025,J Med Virol,Global and Regional Burden of Vaccine-Associated Transverse Myelitis and Potentially Associated With Vaccines From 1967 to 2023: An Analysis of the International Pharmacovigilance Data
#22585,,40455969,PMC12186818,,Kwaah 2025,2025,MSMR,"Mid-season vaccine effectiveness estimates for influenza: the Department of Defense Global Respiratory Pathogen Surveillance Program, 2024-2025 season"
#22376,10.1016/j.jiac.2025.102728,40456446,,,Kawai 2025,2025,J Infect Chemother,Comparison of adverse reactions to COVID-19 XBB.1.5 and influenza vaccination in the 2023-24 Japanese influenza season
#630,10.1371/journal.pone.0325269,40460407,PMC12133164,,Carazo 2025,2025,PLoS One,"Monovalent mRNA XBB.1.5 vaccine effectiveness against COVID-19 hospitalization in Quebec, Canada: Impact of variant replacement and waning protection during 10-month follow-up"
#23153,10.1093/cid/ciaf292,40464662,,,Mayer 2025,2025,Clin Infect Dis,"Safety, Tolerability, and Immunogenicity of mRNA-1345 in Adults at Increased Risk for RSV Disease Aged 18 to 59 Years"
#3980,10.1002/bdr2.2490,40476384,PMC12142568,,Woestenberg 2025,2025,Birth Defects Res,Comparison of Perceived Adverse Events After COVID-19 Vaccination Between Pregnant and NonPregnant Women Using Two Cohort Studies in the Netherlands
#22221,10.1007/s00228-025-03854-2,40478262,,,Jeong 2025,2025,Eur J Clin Pharmacol,"Global burden of vaccine-associated Raynaud's phenomenon, 1968-2024: A comprehensive analysis of the pharmacovigilance database"
#20412,10.1016/j.vaccine.2025.127337,40479930,,,Arcolaci 2025,2025,Vaccine,A real-life multicenter experience for the post-pandemic management of hypersensitivity reactions to Covid-19 vaccines
#13033,10.4103/heartviews.heartviews_62_24,40488147,PMC12139649,,Ali 2024,2024,Heart Views,A Case Series Examining the 1-year Follow-up Outcomes of Myocarditis Associated with COVID-19 Vaccination
#119,10.1016/j.rcsop.2025.100614,40502459,PMC12152863,,Albahari 2025,2025,Exploratory Research in Clinical and Social Pharmacy,Impact of mRNA COVID-19 vaccination on hematological parameters in patients maintained on clozapine: A retrospective study from Qatar
#1921,10.2807/1560-7917.Es.2025.30.23.2500011,40511473,,,Kissling 2025,2025,Euro Surveill,"Influenza vaccine effectiveness in Europe and the birth cohort effect against influenza A(H1N1)pdm09: VEBIS primary care multicentre study, 2023/24"
#3727,10.1016/s1473-3099(25)00233-6,40513593,,,Torres 2025,2025,Lancet Infect Dis,Effectiveness and impact of nirsevimab in Chile during the first season of a national immunisation strategy against RSV (NIRSE-CL): a retrospective observational study
#20449,10.2147/ijgm.S520084,40547349,,,Asiri 2025,2025,Int J Gen Med,Adverse Cutaneous Reactions Following COVID-19 Vaccination Among Patients with Pre-Existing Urticaria: A Cross-Sectional Study at a Tertiary Care Center in Saudi Arabia
#24705,10.1016/j.ijid.2025.107964,40550307,,,Teodoro 2025,2025,Int J Infect Dis,Seroprevalence of RSV Antibodies in a Contemporary (2022 - 2023) Cohort of Adults
