Record,Field,User,Datetime,Comment
501,rob2_interv2,mehr0035,"2025-09-08 12:10:18","""observer-blind"""
501,rob2_random1,mehr0035,"2025-09-08 12:11:22","""An interactive response technology system was used to randomly assign subjects to receive either aIIV4 or IIV4 in a 1:1 ratio, stratified by age (50 to ≤59 years and 60 to ≤64 years) and whether or not the subject had received any influenza vaccination within the previous 3 influenza seasons"""
502,nos_xs_1,moat0011,"2025-09-08 10:40:39","All samples submitted to a lab were used (perhaps not representative of underlying pop'n but given all samples were used, reasonable representation)"
502,nos_xs_2,moat0011,"2025-09-08 10:41:24","No mention of sample size calculation"
503,population_disagg,abersm.gmail.com,"2025-08-02 12:35:54","Individual patient data provided in article."
504,nos_cc_4,ulric063,"2025-09-25 21:51:38","Updating to 'no history of disease' to align with guidance"
504,ve_adult_vax_n,scottja.stanford.edu,"2025-08-15 02:47:42","The paper does not provide the raw numbers of cases and controls stratified by both age group and vaccination status."
504,ve_ic_vax_n,scottja.stanford.edu,"2025-08-15 02:51:40","The entire study population consists of immunocompromised individuals (solid organ transplant recipients). Therefore, the data for the ""immunocompromised"" group is the same as the data for the ""overall"" population."
506,domain,harleen.k.marwah.gmail.com,"2025-08-12 10:33:35","non-US epi"
510,coadmin_vax_prime_other,stodd046,"2025-08-22 11:27:57","Both Pfizer and Moderna are approved in Italy (study location)"
511,nos_coh_4,ejholmes,"2025-09-05 14:29:13","No evidence on medical record, but also not tested specifically for outcome independently"
511,nos_coh_7,ejholmes,"2025-09-05 14:27:44","3 months"
512,design,stodd046,"2025-08-26 13:46:29","""Briefly, three of the multicentre studies (EU-H, EU-PC and UK-PC) used prospective patient recruitment, while five studies used electronic database linkage (DK-H, DK-PC, EN-H, NI-H, SC-H)."""
512,domain_ve_num,stodd046,"2025-08-26 13:41:34","This study pools 8 different studies across 17 countries and reports the vaccine types used nationally or in the study for each, sometimes dependent on age,. These include QIV (plus variations aQIV, QIV-HD, QIVc), LIAV, and TIV but VE estimates are not disaggregated by type."
512,nos_cc_4,ulric063,"2025-09-25 21:49:47","Updating to 'no history of disease' to align with guidance"
512,ve_child_vax_n,stodd046,"2025-08-26 14:18:55","0-17 years"
512,ve_child_vax_n_2,stodd046,"2025-08-26 14:25:05","6 mo -17 years"
512,ve_child_vax_n_3,stodd046,"2025-08-26 14:32:26","2-17 years"
512,ve_child_vax_n_4,stodd046,"2025-08-26 14:37:33","Age group not included here"
512,ve_child_vax_n_5,stodd046,"2025-08-26 14:40:56","2-17 years"
512,ve_child_vax_n_6,stodd046,"2025-08-26 14:46:00","0-17 years"
512,ve_child_vax_n_7,stodd046,"2025-08-26 14:49:30","Pediatric data not reported for this study"
512,ve_child_vax_n_8,stodd046,"2025-08-26 14:52:19","2-17 years"
512,ve_outcome_eight,stodd046,"2025-08-26 14:51:45","Scotland Hospital (SC-H)"
512,ve_outcome_five,stodd046,"2025-08-26 14:40:26","England Hospital (EN-H)"
512,ve_outcome_four,stodd046,"2025-08-26 14:37:13","Denmark Hospital (DK-H)"
512,ve_outcome_prime,stodd046,"2025-08-26 14:18:44","Denmark Primary Care (DK-PC)"
512,ve_outcome_seven,stodd046,"2025-08-26 14:49:03","Northern Ireland Hospital (NI-H)"
512,ve_outcome_six,stodd046,"2025-08-26 14:44:10","European Union Hospital (EU-H)"
512,ve_outcome_six,stodd046,"2025-08-26 14:45:20","EU VEBIS multicountry hospital network (EU-H: six of 10 countries contributing to the interim analysis)"
512,ve_outcome_three,stodd046,"2025-08-26 14:31:54","United Kingdom (UK) Primary Care (UK-PC:
four countries)"
512,ve_outcome_two,stodd046,"2025-08-26 14:23:50","European Union (EU) Vaccine Effectiveness, Burden and Impact Studies (VEBIS) multi-country primary care network (EU-PC: eight of 10 countries contributing to the interim analysis)"
513,nos_coh_1,ejholmes,"2025-09-05 14:35:13","Single-center study, high-income"
513,nos_coh_3,ulric063,"2025-09-22 12:41:39","questionnaires concerning SARS-CoV-2 vaccination status and experienced post-vaccination side effects were
handed out to all IBD patients presenting for their follow-up appointments."
513,nos_coh_4,ulric063,"2025-09-22 12:44:47","Study is among patients with established IBD diagnosis presenting for care at the Crohn-Colitis center"
513,nos_coh_8,ejholmes,"2025-09-05 14:38:51","Minimal LTFU"
514,nos_xs_1,ejholmes,"2025-09-05 14:44:48","One Canadian province"
514,nos_xs_1,nebasta,"2025-09-27 19:36:39","passive surveillance within that province, unknown representativeness"
514,nos_xs_2,ejholmes,"2025-09-05 14:43:38","Large natl dataset"
514,nos_xs_3,ejholmes,"2025-09-05 14:44:04","Legally required AE reporting (by HCW) with validation"
515,nos_coh_1,mehr0035,"2025-09-08 09:14:13","""...the study enrolled working adults aged 18 to < 65 years in the US and Canada who voluntarily received an authorized/approved primary series or booster dose of a COVID-19 vaccine"""
515,nos_coh_3,mehr0035,"2025-09-08 09:19:38","Selecting ""secure record"" because of the following language in the referenced paper that gives more info on participants: 

""Participants voluntarily seeking the COVID-19 vaccine were recruited from primary care or specialty care clinics. Eligible participants were aged ≥18 to ≤65 years, receiving a first, second, or booster dose of a COVID-19 vaccine (US: BNT162b2, mRNA-1273, Ad26.COV2.S, NVX-CoV2373; Canada: BNT162b2, mRNA-1273, Ad26.COV2.S, NVX-CoV2373, AZD1222, CoVLP), were employed (working for pay) for ≥20 h per week, were scheduled to work ≥3 days in the 6 days post-dose, and had access to a smartphone, tablet, or computer (to complete the daily study diary). ""

From: https://www.mdpi.com/2076-393X/12/1/83"
515,rob_screen1,mehr0035,"2025-09-08 09:09:22","""...determine the difference in local or systemic reactogenicity events occurring within the first 2 days after the receipt of an NVX-CoV2373 vaccine versus an mRNA COVID-19 vaccine, administered after completion of any primary vaccination series."""
515,rob_screen2,mehr0035,"2025-09-08 09:11:58","""... each participant was assigned a propensity score based on a select group of demographic and clinical characteristics identified using standardized differences. The present analysis used the following covariates in the IPTW model: country (US vs. Canada), prior COVID-19 diagnosis (yes vs. no), race (Asian, White), job category (professional), work at home (yes, no, or prefer not to answer), gender identity (male, female), and scheduled to work in the next 24 h (yes vs. no)."""
516,ve_outcome_num,scottja.stanford.edu,"2025-08-25 01:14:17","combined event of ICU admission/mortality"
516,ve_overall_em,scottja.stanford.edu,"2025-08-25 01:17:06","The study reports a hazard ratio"
516,ve_overall_em_ci,ejholmes,"2025-08-25 10:21:05","p = 0.017"
516,ve_overall_vax_n,scottja.stanford.edu,"2025-08-25 01:16:00","It's a retrospective observational cohort study"
517,ae_incidence_yn,flemi644,"2025-08-14 17:46:01","denominator for IRR calculations appears to be person-days outside of the determined post-vaccine risk-window for the same patients."
517,ae_incidence_yn_2,flemi644,"2025-08-14 17:46:09","denominator for IRR calculations appears to be person-days outside of the determined post-vaccine risk-window for the same patients."
517,ae_outcome1_otherinfo_yn,flemi644,"2025-08-14 17:44:14","IRR rates"
517,ae_outcome1_otherinfo_yn_2,flemi644,"2025-08-14 17:44:21","IRR rates"
517,ae_vax_type,flemi644,"2025-08-14 17:27:36","Pooled Pfizer and Moderna"
517,nos_xs_1,mehr0035,"2025-09-10 10:29:07","cancer patients 12+ years with cardiovascular outcomes (4,754 for study out of 318,105 total 12+ yrs with cancer)"
517,population,flemi644,"2025-08-14 17:12:12","children 12-17"
517,rob_outcome_ae,mehr0035,"2025-09-06 13:31:31","Study looked at multiple cardiovascular outcomes, including multiple AESIs.

""Cardiovascular outcomes of interest were prespecified as myocardial infarction, stroke
including ischemic stroke and hemorrhagic stroke, venous thromboembolism (VTE)
including deep vein thrombosis (DVT), pulmonary embolism (PE), and cerebral venous sinus
thrombosis (CVST), myocarditis, and pericarditis and any of these cardiovascular outcomes."""
518,nos_xs_1,ejholmes,"2025-09-05 16:08:03","Passive, voluntary surveillance system may result in selection bias"
518,nos_xs_3,ejholmes,"2025-09-05 16:08:35","Self-report; not entirely verifiable"
519,nos_coh_1,ejholmes,"2025-09-05 16:15:15","Small sample, one IVF clinic"
519,nos_coh_2,ulric063,"2025-09-22 12:49:37","Non-exposed included November 2017 - September 2021, before vaccination was available"
519,nos_coh_4,ejholmes,"2025-09-05 16:18:26","IVF indications matched w/o a significant difference between cohorts"
519,nos_coh_7,ejholmes,"2025-09-05 16:20:43","Only followed one cycle post-vaccination"
519,nos_coh_8,ejholmes,"2025-09-05 16:21:45",retrospective
520,nos_xs_1,moat0011,"2025-09-08 11:57:35","linkable admin health databases from Lombardy region on 10 million residents (16% of Italian pop'n) who receive NHS assistance"
524,nos_coh_3,mehr0035,"2025-09-06 13:13:48","not stated how vaccination status was identified; presumably chart linkage but not clear"
524,nos_coh_3,moat0011,"2025-09-12 16:05:12","Changed to secure record- found language saying they used the French national COVID19 vaccination database"
524,rob_outcome_ae,mehr0035,"2025-09-06 13:06:51","counting myopericarditis as myocarditis based on previous WhatsApp discussion that the former can be counted"
525,nos_cc_4,ulric063,"2025-09-25 21:47:02","Updating to 'no history of disease' to align with guidance"
525,ve_elder_vax_n,abersm.gmail.com,"2025-08-02 12:01:00","Data from table 2"
525,ve_elder_vax_n_2,abersm.gmail.com,"2025-08-02 12:06:40","Data from table 2"
525,ve_other_vax_n,abersm.gmail.com,"2025-08-02 12:01:06","Data from table 2"
525,ve_other_vax_n_2,abersm.gmail.com,"2025-08-02 12:06:45","Data from table 2"
525,ve_overall_vax_n,abersm.gmail.com,"2025-08-02 12:08:31","Data from table 2"
525,ve_overall_vax_n_2,abersm.gmail.com,"2025-08-02 12:10:37","Data from table 2"
525,ve_overall_vax_n_3,abersm.gmail.com,"2025-08-02 12:11:52","Data from table 2"
527,domain_ae_include_vax,moat0011,"2025-08-12 10:31:19","Pfizer, AZ, Sinovac"
528,population,moat0011,"2025-08-12 10:18:24",">12 yo"
530,ae_outcome1_vax_y,stodd046,"2025-08-22 13:01:58","I think this is 65+ only ""When we restricted the analysis to patients 65 years and older who
received the bivalent Pfizer vaccine-based on the VSD's RCA signal
detection- we identified 12 cases with an ICD-10-CM in the primary
position and all were confirmed: PPV = 100 % (95 % CI, 73.5-100)."""
530,ae_outcome1_vax_y_v2,stodd046,"2025-08-22 13:15:25","was co-administered with high-dose flu vaccine same day"
531,rob2_interv6,ulric063,"2025-09-20 16:12:18",". Safety
analyses were descriptive and presented by treatment group"
532,rob2_data1,flemi644,"2025-09-15 15:18:00","changed to probably no. 88% completion."
532,rob2_data1,corey.watts.pennmedicine.upenn.edu,"2025-09-16 09:35:51","Agreed -- keep as probably no"
532,rob2_data2,flemi644,"2025-09-15 15:18:21","Discontinuations due to LTFU/withdrawal and not due to AEs/death; AESIs collected throughout study, with zero AESIs shown across all groups"
532,rob2_data2,corey.watts.pennmedicine.upenn.edu,"2025-09-16 09:36:01","Agreed -- keep as probably yes"
534,rob_screen1,nebasta,"2025-09-08 17:40:02","All participants in this follow up study received a booster dose, the comparison groups were defined based on past vaccination history in the parent trial"
535,design,moat0011,"2025-08-22 12:29:08","""self controlled case series"""
537,ve_overall_em_2,flemi644,"2025-08-20 19:07:41","calculated by modelling infections over time (Cox model; Simon-Makuch plot)"
537,ve_overall_em_3,flemi644,"2025-08-20 19:07:48","calculated by modelling infections over time (Cox model; Simon-Makuch plot)"
537,ve_overall_vax_n,flemi644,"2025-08-20 18:59:33","Total number of employees vaccinated: 7978
Not vaccinated: 40323"
539,nos_cc_4,ulric063,"2025-09-25 21:06:30","Updating to 'no history of disease' to align with guidance"
541,nos_cc_4,ulric063,"2025-09-08 16:01:58","Explored in sensitivity analyses"
541,ve_adult_vax_n,emeyerowit.montefiore.org,"2025-08-21 15:23:47",20-64
541,ve_adult_vax_n_2,emeyerowit.montefiore.org,"2025-08-21 15:28:40","Ages 20-64"
541,ve_child_vax_n,emeyerowit.montefiore.org,"2025-08-21 15:22:12","Ages 1-19"
541,ve_child_vax_n_2,emeyerowit.montefiore.org,"2025-08-21 15:27:57","Ages 1-19"
541,ve_em_type,emeyerowit.montefiore.org,"2025-08-21 15:20:25","Specified in Table S5"
543,ae_outcome1_disagg,abersm.gmail.com,"2025-07-31 11:48:43","Not for BNT162b2 specifically"
543,ae_outcome1_disagg_v2,abersm.gmail.com,"2025-07-31 11:49:34","Not for mRNA1273 specifically"
543,ae_outcome1_otherinfo_yn,abersm.gmail.com,"2025-07-31 11:48:18","Not for BNT162b2 specifically"
543,ae_outcome1_otherinfo_yn_v2,abersm.gmail.com,"2025-07-31 11:49:30","Not for mRNA1273 specifically"
543,design,abersm.gmail.com,"2025-07-31 11:45:23","Title says cross-sectional but actually a retrospective cohort study"
543,population_disagg,abersm.gmail.com,"2025-07-31 11:47:23","Age not disaggregated by specific vaccine"
544,nos_cc_1,ulric063,"2025-09-05 11:37:52","Additional study details in cited protocol: https://bmjopen-bmj-com.ezp3.lib.umn.edu/content/9/9/e029708.long"
544,ve_adult_em,scottja.stanford.edu,"2025-08-26 00:16:05","For the 20-64 year old group"
544,ve_adult_unvax_n,scottja.stanford.edu,"2025-08-26 00:11:11","The study reports that of the 11679 test-negative cases in the 20-64 years group, 16% were vaccinated. This means that 84% were not vaccinated, which is approximately 9,810 individuals."
544,ve_adult_unvax_y,scottja.stanford.edu,"2025-08-26 00:15:31","For the 20-64 years age group, there were 11,679 test-negative cases. Of these, 16% were vaccinated. This calculates to approximately 1,869 individuals."
544,ve_adult_vax_n,scottja.stanford.edu,"2025-08-26 00:09:20","Of the 4,079 test-positive cases in the 20-64 years group, 8% were vaccinated. This =  approximately 326 individuals"
544,ve_child_em,scottja.stanford.edu,"2025-08-25 02:23:31","The article provides separate adjusted VE estimates for two subgroups within this age range:


74% for the 6 months-9 years age group.
62% for the 10-19 years age group."
544,ve_child_em_adj,scottja.stanford.edu,"2025-08-25 02:24:04","74% for the 6 months-9 years age group.
62% for the 10-19 years age group"
544,ve_child_em_ci,scottja.stanford.edu,"2025-08-25 02:24:48","For the  6 months-9 years group, the 95% CI is 66-79.
For the 10-19 years group, the 95% CI is 32-78"
544,ve_child_unvax_n,scottja.stanford.edu,"2025-08-25 02:22:19","6 months-9 years: The total number of individuals who tested negative for influenza was 3,032. Of these, 15% were vaccinated, which means 85% were unvaccinated. That equals approximately 2,577 unvaccinated individuals who tested negative.
10-19 years: The total number of individuals who tested negative was 1,134. Of these, 7% were vaccinated, which means 93% were unvaccinated. That equals approximately 1,055 unvaccinated individuals who tested negative."
544,ve_child_unvax_n,scottja.stanford.edu,"2025-08-26 00:02:31","This number is a sum of the unvaccinated, test-negative individuals from the two subgroups: 2,577 (6 months-9 years) + 1,055 (10-19 years)"
544,ve_child_unvax_y,scottja.stanford.edu,"2025-08-26 00:02:53","This number is a sum of the vaccinated, test-negative individuals from the two subgroups: 455 (6 months-9 years) + 79 (10-19 years)."
544,ve_child_vax_n,scottja.stanford.edu,"2025-08-25 02:20:13","The study does not provide a single, combined number for this entire age range, but provides disaggregated data for two subgroups: 6 months-9 years and 10-19 years."
544,ve_child_vax_y,scottja.stanford.edu,"2025-08-26 00:02:08","This number is a sum of the vaccinated, test-positive individuals from the two subgroups: 92 (6 months-9 years) + 14 (10-19 years)."
544,ve_elder_unvax_y,scottja.stanford.edu,"2025-08-26 00:17:35","Of the 13,350 test-negative individuals, 43% were vaccinated, which is roughly 5,741 individuals."
544,ve_elder_vax_y,scottja.stanford.edu,"2025-08-26 00:16:58","Of the 1,952 test-positive cases, 30% were vaccinated, which is approximately 586 individuals."
544,ve_ic_unvax_y,scottja.stanford.edu,"2025-08-26 00:20:08","For the influenza A(H1N1) strain, 74% of the test-negative individuals in the comorbidity group were vaccinated, which = 15,953 individuals."
544,ve_ic_vax_y,scottja.stanford.edu,"2025-08-26 00:19:13","For the influenza A(H1N1 strain, 58% of the test-positive cases in the comorbidity group were vaccinated, which is approximately 2,822 individuals."
545,rob_screen1,flemi644,"2025-09-15 15:26:59","passive surveillance summaries only."
546,nos_coh_1,calba1.mgh.harvard.edu,"2025-09-15 11:14:35","Changed from somewhat representative after discussion with JLL. Participants self-enrolled into study by responding to survey link."
546,nos_coh_3,calba1.mgh.harvard.edu,"2025-09-15 11:16:04","Used structured survey as well as EHR data. Maintaining as self report as there is no explanation for how prevalent self report was among the included population."
546,nos_coh_8,calba1.mgh.harvard.edu,"2025-09-15 11:15:27","According to Fig 1A, only 92,457/184,073 (~50%) of people vaccinated in study completed the 7-month follow-up survey without comparison of those followed vs LTFU. No such breakdown presented for unvaccinated cohort."
548,rob_screen1,mehr0035,"2025-09-08 09:31:06","compared vaccines (e.g., Moderna, AstraZeneca)"
548,rob_screen2,flemi644,"2025-09-15 16:48:26","no adjusted models for AE outcomes"
549,nos_cc_2,moat0011,"2025-09-04 15:49:51","""To ensure
balanced ILI selection, approximately five patients are
recruited daily per sentinel hospital, with sampling dis-
tributed throughout the day whenever possible.""... not a random sample or all presenting with ILI, which introduces potential for bias"
549,nos_cc_4,ulric063,"2025-09-25 21:03:46","Updating to 'no history of disease' to align with guidance"
549,nos_cc_5,moat0011,"2025-09-04 15:56:17","Age, comorbidities, current/previous season vaccination"
549,ve_adult_vax_n,flemi644,"2025-08-25 10:59:05","18-59 y"
549,ve_child_vax_n,flemi644,"2025-08-25 10:57:45","6-17 years"
549,ve_elder_vax_n,flemi644,"2025-08-25 11:00:05","60 + years"
549,ve_infant_vax_n,flemi644,"2025-08-25 10:54:10","Children 0-5 years"
549,ve_vax_type,flemi644,"2025-08-25 10:52:36","influenza vaccinations in Beijing during the 2024/25 season 
are inactivated influenza vaccines, with 87.1% being trivalent and 12.9% quadrivalent."
550,ae_outcome_4,flemi644,"2025-08-25 11:44:39","Hemorrhagic stroke"
550,ae_outcome_5,flemi644,"2025-08-25 11:46:46","Ischemic Stroke"
550,ae_outcome1_unvax_n,flemi644,"2025-08-25 11:39:44","control period"
550,design,flemi644,"2025-08-25 11:10:07","Observational, self-controlled risk interval study comparing AESI incidence in a pre-specified risk window after vaccination vs a control window after a 30-day washout"
550,nos_coh_1,moat0011,"2025-09-08 17:29:44","commercially-insured individuals in the US"
550,nos_coh_2,moat0011,"2025-09-08 17:28:25","since the ""controls"" are those with AESIs in the ""control period"", they could not have also had AESIs in the ""risk period"" (cases), therefore are from a different pop'n"
550,nos_coh_4,flemi644,"2025-09-15 17:04:50","356-day clean window prior to vaccination. Would change to yes?"
551,nos_cc_4,ulric063,"2025-09-25 21:01:43","Updating to 'no history of disease' to align with guidance"
551,population,abersm.gmail.com,"2025-07-30 14:52:17","Actual age criteria: age >= 60"
551,population_disagg,abersm.gmail.com,"2025-07-30 15:23:20","Data re disaggregated by 60-74, 75+"
551,ve_em_type,abersm.gmail.com,"2025-07-30 14:55:52","(1 - adjusted OR)*100"
551,ve_outcome_prime,abersm.gmail.com,"2025-07-30 15:00:17","RSV-associated hospitalization"
551,ve_overall_em,abersm.gmail.com,"2025-07-30 15:22:01","Unweighted (not inverse probability weighted)"
551,ve_overall_em_adj,abersm.gmail.com,"2025-07-30 15:22:14","Unweighted (not inverse probability weighted)"
551,ve_overall_em_ci,abersm.gmail.com,"2025-07-30 15:22:18","Unweighted (not inverse probability weighted)"
552,epi_ifr_rsv,stodd046,"2025-08-06 15:20:51","Authors group death with invasive mechanical ventilation"
553,epi_hospitalization_covid,flemi644,"2025-08-25 12:10:48","Vaccination = any U.S. licensed MRNA vaccine. Others excluded."
553,epi_medical_covid,flemi644,"2025-08-25 12:10:53","Vaccination = any U.S. licensed MRNA vaccine. Others excluded."
554,ae_outcome_v2,abersm.gmail.com,"2025-07-30 15:58:44","Adverse events were defined as ""myocarditis"" and  ""pericarditis ""using preferred terms in MedDRA. We defined vaccine-induced myocarditis/pericarditis as adverse event reports within the  ""narrow""  range. Furthermore, if  myocarditis/pericarditis was not described in the adverse event report, we defined the
adverse event as out of scope such as myocarditis/pericarditis."
554,ae_outcome1_longterm_yn,abersm.gmail.com,"2025-07-30 15:41:06","Death reported"
554,ae_outcome1_longterm_yn_v2,abersm.gmail.com,"2025-07-30 15:57:22",Death
554,ae_outcome1_otherinfo_yn,abersm.gmail.com,"2025-07-30 15:41:39","Time to onset following vaccination, sex"
554,ae_outcome1_otherinfo_yn_v2,abersm.gmail.com,"2025-07-30 15:57:36","Time to onset after vaccination, sex"
555,ae_outcome1_longterm_yn,abersm.gmail.com,"2025-07-30 16:08:39","Death, imaging abnormalities (cardiac MRI), persistent symptoms"
555,ae_outcome1_longterm_yn_v2,abersm.gmail.com,"2025-07-30 16:09:14","Death, imaging abnormalities (cardiac MRI), persistent symptoms"
555,design,abersm.gmail.com,"2025-07-30 16:06:13","Retrospective cohort"
556,ae_outcome1_em_value,stodd046,"2025-08-07 15:16:28","Authors merely say that acute MI was observed in 0.1% of vaccinated group, 0% of placebo group"
557,ae_outcome1_unvax_y,flemi644,"2025-08-25 12:43:14","38126 stroke events total - 1309 that occurred within 30 days of vaccination."
557,ae_outcome1_unvax_y,scottja.stanford.edu,"2025-08-26 00:41:21","The total number of stroke events was 38,126. Subtracting the 1,309 stroke events that occurred within 30 days of vaccination gives 38,126 - 1,309 = 36,817"
557,ae_outcome1_vax_n,flemi644,"2025-08-25 12:40:18","ever vaccinated during study window"
557,ae_outcome1_vax_y,flemi644,"2025-08-25 12:40:54","within 30 days of vaccination"
557,ae_outcome1_vax_y,flemi644,"2025-08-25 12:48:01","Table 1 lists ""Within 30 days: 16,004 events"" alongside HR 0.66 (0.65-0.68) with the footnote ""time windows are not mutually exclusive."" Given earlier text (1,309 strokes within 30 days of vaccination) and the step-up pattern 284→601→905→1286, ""16,004"" is likely an error. Abstract and text both list as 1309."
560,population,flemi644,"2025-08-12 12:55:47","All adults 18+ with cute respiratory infection "
560,ve_overall_em_adj,flemi644,"2025-08-12 13:19:31","Overall VE not reported"
560,ve_overall_vax_y_2,flemi644,"2025-08-12 13:14:42","from Figure s1"
561,nos_cc_4,ulric063,"2025-09-25 21:00:27","Updating to 'no history of disease' to align with guidance"
565,design,abersm.gmail.com,"2025-07-31 10:11:30","Data provided to calculate incidence of events but study is primarily a case series"
566,nos_coh_1,moat0011,"2025-09-08 15:16:00","conducted on all students who had COVID-19 vaccine
from July 12, 2021 to March 23, 2022, at Gifu University - a national
general university in Japan."
566,nos_coh_8,moat0011,"2025-09-08 15:18:21","only included individuals in analysis that had complete data for annual health checkups"
567,design,moat0011,"2025-08-25 09:05:31","Used a cross-sectional design to obtain incidence info, later paired case/controls."
567,domain_ae_include_vax,moat0011,"2025-08-25 09:01:57","CoronaVac, AZD1222, or BNT162b2 COVID-19 vaccines"
567,population_disagg,moat0011,"2025-08-25 09:06:01","Only age < 60"
568,rob2_data1,mehr0035,"2025-09-07 13:19:08","118 of 124 overall; 59 of 64 for SD and 59 of 60 for HD"
568,rob2_random1,mehr0035,"2025-09-07 13:16:03","Study protocol available for reference: https://cdn.clinicaltrials.gov/large-docs/61/NCT03179761/Prot_SAP_000.pdf"
569,ve_vax_type,flemi644,"2025-08-25 15:00:10","Commercial QIV, Not U.S. Licensed, but comparable (Shenzhen Sanofi Pasteur Biological Products Co., Ltd.)"
570,ae_outcome1_vax_n,ejholmes,"2025-08-25 14:55:01","Dose 2, Pfizer"
570,ae_outcome1_vax_n_2,ejholmes,"2025-08-25 14:59:08","Dose 2"
570,domain_ae_include_vax,ejholmes,"2025-08-25 14:38:23","AZD, Pfizer, Moderna"
570,nos_cc_1,moat0011,"2025-09-08 14:25:16","Self report"
570,nos_cc_2,moat0011,"2025-09-08 14:26:20","CANVAS uses participant-based surveillance, data collected from surveys"
572,population_disagg,abersm.gmail.com,"2025-07-31 10:16:46","Individual patient data provided"
574,ae_outcome1_disagg,abersm.gmail.com,"2025-07-31 10:48:19","But raw data are publicly available."
574,ae_outcome1_disagg_2,abersm.gmail.com,"2025-07-31 10:49:23","But raw data are publicly available."
574,ae_outcome1_longterm_yn_2,abersm.gmail.com,"2025-07-31 10:49:37","But raw data are publicly available."
574,ae_outcome1_otherinfo_yn_2,abersm.gmail.com,"2025-07-31 10:49:32","But raw data are publicly available."
574,date_end_year,abersm.gmail.com,"2025-07-31 10:37:18","Methods section states 10/2022 was cutoff. Figure 1 shows data up to 10/2021 but only includes 69 of 86 total cases"
576,nos_coh_1,mehr0035,"2025-09-05 16:20:48","HCWs part of the BRACE trial"
576,rob_domain_aensi_other,mehr0035,"2025-09-05 16:18:34","Also: local other than pain (i.e., redness, swelling, tender, itch, regional lymphadenopathy), systemic (headache, fatigue, muscle ache, joint ache, fever, chill, vomiting, diarrhea), and allergic (uticaria, swollen lips, cough/wheeze)"
576,rob_type,mehr0035,"2025-09-05 16:19:30","nested cohort study among HCWs in Australia and Brazil"
579,rob2_interv6,ulric063,"2025-09-20 16:18:09","Safety data are
presented descriptively in the safety population (all randomized
participants who received RSVpreF or placebo)."
580,domain,flemi644,"2025-08-26 12:58:26","VE is out of range"
580,rob_outcome_ve,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-07 21:45:08","from the paper: ""COVID-19 infection, determined by a positive PCR or RAT result; (2) 28-day
hospitalization after COVID-19 infection, determined by admission
to a hospital within 28 days after COVID-19 infection; (3) severe
COVID-19, which was defined as an ICU admission or use of ventilatory support within 7 days after COVID-19 infection; and (4) 28-
day mortality after COVID-19 infection, which was defined as death
within 28 days after COVID-19 infection"""
580,ve_outcome_two,scottja.stanford.edu,"2025-08-26 01:16:03","VE vs severe COVID-19, which was defined as ""an ICU admission or use of ventilatory support"
580,ve_overall_em_adj_2,scottja.stanford.edu,"2025-08-26 01:19:00","2-dose comparison"
580,ve_overall_em_adj_3,scottja.stanford.edu,"2025-08-26 01:24:02","3-dose comparison HR was 0.457."
580,ve_overall_em_ci_3,scottja.stanford.edu,"2025-08-26 01:24:23","3-dose comparison CI was 0.372-0.561"
581,design,abersm.gmail.com,"2025-07-31 10:56:57","Study also includes a cross-sectional analysis of survey data but less useful than VAERS data"
581,population_disagg,abersm.gmail.com,"2025-07-31 10:58:14","Not disaggregated by specific vaccine"
583,rob_screen1,mehr0035,"2025-09-06 10:10:50","ancestral monovalent vs. bivalent vaccines"
583,ve_adult_em_adj_2,emeyerowit.montefiore.org,"2025-08-27 19:36:19","Supplementary Table 1"
583,ve_adult_em_ci,emeyerowit.montefiore.org,"2025-08-27 19:34:36","SI Table 1 (Supplementary)"
583,ve_adult_vax_n,emeyerowit.montefiore.org,"2025-08-27 19:34:00","< 60"
583,ve_adult_vax_n_2,emeyerowit.montefiore.org,"2025-08-27 19:36:01","< 60"
583,ve_elder_vax_n,emeyerowit.montefiore.org,"2025-08-27 19:34:43",">60 years"
583,ve_elder_vax_n_2,emeyerowit.montefiore.org,"2025-08-27 19:36:23",>60
583,ve_overall_em_adj,emeyerowit.montefiore.org,"2025-08-27 19:35:25","Table 2"
583,ve_overall_em_adj_2,emeyerowit.montefiore.org,"2025-08-27 19:37:02","Table 2"
584,domain_ae_include_vax,ejholmes,"2025-08-25 13:39:20","BNT162b2, mRNA-1273, ChAdOx1, and
Ad26.COV2.S,"
585,domain,moat0011,"2025-08-25 15:15:39","This article presents data for 3 different studies- results are separated by study"
585,nos_cc_4,ulric063,"2025-09-25 20:58:58","Updating to 'no history of disease' to align with guidance"
585,population,moat0011,"2025-08-25 15:16:06","2-17y, 18-64y, 65+y"
585,ve_child_vax_n,moat0011,"2025-08-25 15:35:13",2y-17y
585,ve_child_vax_n_v2,moat0011,"2025-08-25 16:10:30",2y-17y
585,ve_child_vax_n_v2_v3,moat0011,"2025-08-25 16:20:57",2y-17y
585,ve_vax_type,moat0011,"2025-08-25 15:34:40","GB-PC Study Results"
585,ve_vax_type_v2,moat0011,"2025-08-25 15:39:17","Results for EN-H study"
585,ve_vax_type_v2_v3,moat0011,"2025-08-25 16:19:52","Results from SC-H study"
586,ae_outcome1_unvax_n,sundaram.maria.marshfieldresearch.org,"2025-08-06 13:45:09","Number of people vaccinated *separately* (i.e., not coadministered, but received 2 vaccines 28 days apart)"
