"id_redcap","id_covidence","article","virus","covid","rsv","flu","population","preg","infant","child","adult","elder","immunocomp","rob","study_design","published_year","journal","pmid","pmcid","doi","link","title"
502,"#3014","Pratt 2025","Influenza",1,1,1,"Adult",0,1,1,1,1,0,"Low","Observational - other",2025,"APMIS",40017167,,"10.1111/apm.70010","https://pubmed.ncbi.nlm.nih.gov/40017167","Prevalence and Co-Detection Rates of SARS-CoV-2, Influenza, and Respiratory Syncytial Virus: A Retrospective Analysis"
503,"#3018","Primicerio 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"J Neurol Sci",40373476,,"10.1016/j.jns.2025.123536","https://pubmed.ncbi.nlm.nih.gov/40373476","Small fiber neuropathy following COVID-19 vaccination: A case series"
504,"#3019","Prins 2025","Influenza",0,0,1,"Immunocomp",0,0,0,1,1,1,"Low","Case-control",2025,"Transpl Int",40454297,"PMC12124284","10.3389/ti.2025.14187","https://pmc.ncbi.nlm.nih.gov/articles/PMC12124284","A Retrospective Test-Negative Case-Control Study to Evaluate Influenza Vaccine Effectiveness in Preventing Influenza Among Immunocompromised Adults With a Solid Organ Transplant"
505,"#9407","Pudasaini 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Cohort",2024,"Frontiers in Cardiovascular Medicine",39494234,"PMC11527644","10.3389/fcvm.2024.1435038","https://pmc.ncbi.nlm.nih.gov/articles/PMC11527644","Levels of high-sensitive troponin T and mid-regional pro-adrenomedullin after COVID-19 vaccination in vulnerable groups: monitoring cardiovascular safety of COVID-19 vaccination"
509,"#9582","Reynolds 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"Vaccines (Basel)",39340003,"PMC11435866","10.3390/vaccines12090971","https://pmc.ncbi.nlm.nih.gov/articles/PMC11435866","Short-Term Active Safety Surveillance of the Spikevax and Nuvaxovid Priming Doses in Australia"
509,"#9582","Reynolds 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"Vaccines (Basel)",39340003,"PMC11435866","10.3390/vaccines12090971","https://pmc.ncbi.nlm.nih.gov/articles/PMC11435866","Short-Term Active Safety Surveillance of the Spikevax and Nuvaxovid Priming Doses in Australia"
510,"#9595","Riccomi 2024","COVID",1,0,1,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Vaccines",38675807,"PMC11054385","10.3390/vaccines12040425","https://pmc.ncbi.nlm.nih.gov/articles/PMC11054385","Effects of Influenza Vaccine on the Immune Responses to SARS-CoV-2 Vaccination"
510,"#9595","Riccomi 2024","Influenza",1,0,1,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Vaccines",38675807,"PMC11054385","10.3390/vaccines12040425","https://pmc.ncbi.nlm.nih.gov/articles/PMC11054385","Effects of Influenza Vaccine on the Immune Responses to SARS-CoV-2 Vaccination"
512,"#3168","Rose 2025","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"High","Case-control",2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
512,"#3168","Rose 2025","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"High","Case-control",2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
513,"#9686","Rossier 2024","COVID",1,0,0,"Immunocomp",0,0,0,1,0,1,"High","Cohort",2024,"Ann Med",38289017,"PMC10829820","10.1080/07853890.2023.2295979","https://pmc.ncbi.nlm.nih.gov/articles/PMC10829820","SARS-CoV-2 vaccination in inflammatory bowel disease patients is not associated with flares: a retrospective single-centre Swiss study"
514,"#3178","Rouleau 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Vaccine",40344810,,"10.1016/j.vaccine.2025.127217","https://pubmed.ncbi.nlm.nih.gov/40344810","New-onset anesthesia/paresthesia following the administration of COVID-19 vaccines in Quebec, Canada"
514,"#3178","Rouleau 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Vaccine",40344810,,"10.1016/j.vaccine.2025.127217","https://pubmed.ncbi.nlm.nih.gov/40344810","New-onset anesthesia/paresthesia following the administration of COVID-19 vaccines in Quebec, Canada"
515,"#9701","Rousculp 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"Moderate","Cohort",2024,"Vaccines (Basel)",39066440,"PMC11281689","10.3390/vaccines12070802","https://pmc.ncbi.nlm.nih.gov/articles/PMC11281689","Reactogenicity Differences between Adjuvanted, Protein-Based and Messenger Ribonucleic Acid (mRNA)-Based COVID-19 Vaccines"
516,"#9734","Ruzafa Martinez 2024","Influenza",0,0,1,"Adult",0,0,0,0,1,0,"Low","Cohort",2024,"Med Clin (Barc)",39414550,,"10.1016/j.medcli.2024.07.023","https://pubmed.ncbi.nlm.nih.gov/39414550","Vaccine effectiveness in patients admitted for influenza during the 2023-2024 season"
518,"#3209","Saavedra 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Cohort",2025,"Vaccines",40006708,"PMC11861607","10.3390/vaccines13020161","https://pmc.ncbi.nlm.nih.gov/articles/PMC11861607","Prevalence of Adverse Events Reported Following the First Dose of COVID-19 Vaccines in Bahia State, Brazil, from 2021 to 2022"
519,"#9763","Safrai 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"Moderate","Cohort",2024,"Minerva Obstet Gynecol",36193832,,"10.23736/s2724-606x.22.05148-x","https://pubmed.ncbi.nlm.nih.gov/36193832","BNT162b2 COVID-19 vaccine does not affect fertility as explored in a pilot study of women undergoing IVF treatment"
520,"#3241","Salmaggi 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Moderate","Observational - other",2025,"Neurol Sci",39560882,,"10.1007/s10072-024-07870-5","https://pubmed.ncbi.nlm.nih.gov/39560882","Impact of COVID-19 disease and COVID-19 vaccinations on hospital admissions for neurological diseases in the Lombardia over-12 population. Data from a self-controlled case series analysis"
520,"#3241","Salmaggi 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Moderate","Observational - other",2025,"Neurol Sci",39560882,,"10.1007/s10072-024-07870-5","https://pubmed.ncbi.nlm.nih.gov/39560882","Impact of COVID-19 disease and COVID-19 vaccinations on hospital admissions for neurological diseases in the Lombardia over-12 population. Data from a self-controlled case series analysis"
521,"#24180","Sankar 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Drug Saf",40238055,"PMC12259799","10.1007/s40264-025-01547-4","https://pmc.ncbi.nlm.nih.gov/articles/PMC12259799","Signal Monitoring for Adverse Events Following Immunisation with COVID-19 Vaccines During the SARS-CoV-2 Pandemic: An Evaluation of the South African Surveillance System"
521,"#24180","Sankar 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Drug Saf",40238055,"PMC12259799","10.1007/s40264-025-01547-4","https://pmc.ncbi.nlm.nih.gov/articles/PMC12259799","Signal Monitoring for Adverse Events Following Immunisation with COVID-19 Vaccines During the SARS-CoV-2 Pandemic: An Evaluation of the South African Surveillance System"
524,"#18485","Semenzato 2024","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"Low","Cohort",2024,"Jama",39186694,"PMC11348078","10.1001/jama.2024.16380","https://pmc.ncbi.nlm.nih.gov/articles/PMC11348078","Long-Term Prognosis of Patients With Myocarditis Attributed to COVID-19 mRNA Vaccination, SARS-CoV-2 Infection, or Conventional Etiologies"
524,"#18485","Semenzato 2024","COVID",1,0,0,"Adult",0,0,1,1,0,0,"Low","Cohort",2024,"Jama",39186694,"PMC11348078","10.1001/jama.2024.16380","https://pmc.ncbi.nlm.nih.gov/articles/PMC11348078","Long-Term Prognosis of Patients With Myocarditis Attributed to COVID-19 mRNA Vaccination, SARS-CoV-2 Infection, or Conventional Etiologies"
525,"#3337","Separovic 2025","Influenza",0,0,1,"Adult",0,0,0,0,1,0,"Low","Case-control",2025,"Euro Surveill",39885824,,"10.2807/1560-7917.Es.2025.30.4.2500059","https://pubmed.ncbi.nlm.nih.gov/39885824","Interim estimates of vaccine effectiveness against influenza A(H1N1)pdm09 and A(H3N2) during a delayed influenza season, Canada, 2024/25"
526,"#10011","Shah 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"Sports Health",37946492,"PMC11195857","10.1177/19417381231208677","https://pmc.ncbi.nlm.nih.gov/articles/PMC11195857","Cardiovascular Safety of the COVID-19 Vaccine in Team USA Athletes"
526,"#10011","Shah 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"Sports Health",37946492,"PMC11195857","10.1177/19417381231208677","https://pmc.ncbi.nlm.nih.gov/articles/PMC11195857","Cardiovascular Safety of the COVID-19 Vaccine in Team USA Athletes"
527,"#3351","Shaharir 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Int J Rheum Dis",39791506,,"10.1111/1756-185x.70043","https://pubmed.ncbi.nlm.nih.gov/39791506","Self-Reported Delayed Adverse Events and Flare Following COVID-19 Vaccination Among Patients With Autoimmune Rheumatic Disease (AIRD) in Malaysia: Results From the COVAD-2 Study"
528,"#10032","Shani 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Cohort",2024,"Vaccine",38729910,,"10.1016/j.vaccine.2024.04.097","https://pubmed.ncbi.nlm.nih.gov/38729910","The association between BNT162b2 vaccinations and incidence of immune-mediated comorbidities"
528,"#10032","Shani 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Cohort",2024,"Vaccine",38729910,,"10.1016/j.vaccine.2024.04.097","https://pubmed.ncbi.nlm.nih.gov/38729910","The association between BNT162b2 vaccinations and incidence of immune-mediated comorbidities"
529,"#10041","Shapiro 2023","Influenza",0,0,1,"Adult",0,0,0,0,1,0,"High","Observational - other",2023,"Immunity and Ageing",37644610,"PMC10463383","10.1186/s12979-023-00367-3","https://pmc.ncbi.nlm.nih.gov/articles/PMC10463383","The intersection of biological sex and gender in adverse events following seasonal influenza vaccination in older adults"
530,"#10043","Sharff 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Vaccine",39442285,,"10.1016/j.vaccine.2024.126440","https://pubmed.ncbi.nlm.nih.gov/39442285","Incidence of ischemic stroke after COVID-19 bivalent booster vaccination in an integrated health system"
531,"#10056","Shaw 2024","RSV",0,1,0,"Adult",0,0,0,0,1,0,"Low","RCT",2024,"J Infect Dis",38385566,"PMC11420773","10.1093/infdis/jiae081","https://pmc.ncbi.nlm.nih.gov/articles/PMC11420773","Safety and Immunogenicity of an mRNA-Based RSV Vaccine Including a 12-Month Booster in a Phase 1 Clinical Trial in Healthy Older Adults"
532,"#10057","Shaw 2024","RSV",0,1,0,"Adult",0,0,0,1,0,0,"Low","RCT",2024,"J Infect Dis",38298125,"PMC11420805","10.1093/infdis/jiae035","https://pmc.ncbi.nlm.nih.gov/articles/PMC11420805","Safety, Tolerability, and Immunogenicity of an mRNA-Based Respiratory Syncytial Virus Vaccine in Healthy Young Adults in a Phase 1 Clinical Trial"
533,"#24345","Shemer 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Case-control",2025,"Vaccines (Basel)",40006723,"PMC11860193","10.3390/vaccines13020176","https://pmc.ncbi.nlm.nih.gov/articles/PMC11860193","COVID-19 Vaccination and Acute Anterior Uveitis-A Case Control Study"
534,"#10083","Sher 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2024,"J Pediatric Infect Dis Soc",38860591,"PMC11344470","10.1093/jpids/piae062","https://pmc.ncbi.nlm.nih.gov/articles/PMC11344470","Bivalent Omicron BA.4/BA.5 BNT162b2 Vaccine in 6-Month- to <12-Year-Olds"
535,"#10101","Shi 2024","Influenza",0,0,1,"Adult",0,0,0,0,1,0,"Low","Observational - other",2024,"Vaccine",38704258,,"10.1016/j.vaccine.2024.04.051","https://pubmed.ncbi.nlm.nih.gov/38704258","Assessment of potential adverse events following the 2022-2023 seasonal influenza vaccines among U.S. adults aged 65 years and older"
536,"#18637","Shoji 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Glob Health Med",39741991,"PMC11680453","10.35772/ghm.2024.01053","https://pmc.ncbi.nlm.nih.gov/articles/PMC11680453","Adverse reactions to mRNA COVID-19 vaccine in people with allergies in Japan"
537,"#10138","Shrestha 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"Moderate","Cohort",2024,"Clin Infect Dis",38465901,,"10.1093/cid/ciae132","https://pubmed.ncbi.nlm.nih.gov/38465901","Effectiveness of the 2023-2024 Formulation of the COVID-19 Messenger RNA Vaccine"
539,"#3434","Silva-Afonso 2025","COVID",1,1,1,"Pediatric",0,1,0,0,1,0,"Low","Case-control",2025,"ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA",40467410,,"10.1016/j.eimc.2025.03.006","https://pubmed.ncbi.nlm.nih.gov/40467410","Effectiveness of immunization strategies for preventing severe acute respiratory infection during the 2023/2024 season in a Spanish health department"
539,"#3434","Silva-Afonso 2025","RSV",1,1,1,"Pediatric",0,1,0,0,1,0,"Low","Case-control",2025,"ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA",40467410,,"10.1016/j.eimc.2025.03.006","https://pubmed.ncbi.nlm.nih.gov/40467410","Effectiveness of immunization strategies for preventing severe acute respiratory infection during the 2023/2024 season in a Spanish health department"
539,"#3434","Silva-Afonso 2025","Influenza",1,1,1,"Pediatric",0,1,0,0,1,0,"Low","Case-control",2025,"ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA",40467410,,"10.1016/j.eimc.2025.03.006","https://pubmed.ncbi.nlm.nih.gov/40467410","Effectiveness of immunization strategies for preventing severe acute respiratory infection during the 2023/2024 season in a Spanish health department"
539,"#3434","Silva-Afonso 2025","COVID",1,1,1,"Adult",0,1,0,0,1,0,"Low","Case-control",2025,"ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA",40467410,,"10.1016/j.eimc.2025.03.006","https://pubmed.ncbi.nlm.nih.gov/40467410","Effectiveness of immunization strategies for preventing severe acute respiratory infection during the 2023/2024 season in a Spanish health department"
539,"#3434","Silva-Afonso 2025","RSV",1,1,1,"Adult",0,1,0,0,1,0,"Low","Case-control",2025,"ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA",40467410,,"10.1016/j.eimc.2025.03.006","https://pubmed.ncbi.nlm.nih.gov/40467410","Effectiveness of immunization strategies for preventing severe acute respiratory infection during the 2023/2024 season in a Spanish health department"
539,"#3434","Silva-Afonso 2025","Influenza",1,1,1,"Adult",0,1,0,0,1,0,"Low","Case-control",2025,"ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA",40467410,,"10.1016/j.eimc.2025.03.006","https://pubmed.ncbi.nlm.nih.gov/40467410","Effectiveness of immunization strategies for preventing severe acute respiratory infection during the 2023/2024 season in a Spanish health department"
541,"#10228","Skowronski 2024","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"Low","Case-control",2024,"Euro Surveill",38362622,,"10.2807/1560-7917.Es.2024.29.7.2400076","https://pubmed.ncbi.nlm.nih.gov/38362622","2023/24 mid-season influenza and Omicron XBB.1.5 vaccine effectiveness estimates from the Canadian Sentinel Practitioner Surveillance Network (SPSN)"
541,"#10228","Skowronski 2024","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"Low","Case-control",2024,"Euro Surveill",38362622,,"10.2807/1560-7917.Es.2024.29.7.2400076","https://pubmed.ncbi.nlm.nih.gov/38362622","2023/24 mid-season influenza and Omicron XBB.1.5 vaccine effectiveness estimates from the Canadian Sentinel Practitioner Surveillance Network (SPSN)"
542,"#10236","Slingerland 2023","Influenza",0,0,1,"Adult",0,0,0,1,1,0,"High","Observational - other",2023,"Drug Saf",37882905,,"10.1007/s40264-023-01356-7","https://pubmed.ncbi.nlm.nih.gov/37882905","The Effect of Sex on the Incidence, Latency, Duration and Perceived Burden of Adverse Events Following Seasonal Influenza Vaccination in the Netherlands"
543,"#3468","Smith 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Med J Aust",39655683,,"10.5694/mja2.52557","https://pubmed.ncbi.nlm.nih.gov/39655683","Clinical phenotype of COVID-19 vaccine-associated myocarditis in Victoria, 2021-22: a cross-sectional study"
543,"#3468","Smith 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Med J Aust",39655683,,"10.5694/mja2.52557","https://pubmed.ncbi.nlm.nih.gov/39655683","Clinical phenotype of COVID-19 vaccine-associated myocarditis in Victoria, 2021-22: a cross-sectional study"
544,"#10254","Smolarchuk 2024","Influenza",0,0,1,"Immunocomp",0,0,1,1,1,1,"Low","Case-control",2024,"Euro Surveill",38214082,,"10.2807/1560-7917.Es.2024.29.2.2300709","https://pubmed.ncbi.nlm.nih.gov/38214082","Early influenza vaccine effectiveness estimates using routinely collected data, Alberta, Canada, 2023/24 season"
545,"#3481","Sodagari 2025","COVID",1,0,0,"Immunocomp",1,0,0,1,1,1,"High","Observational - other",2025,"Brain, Behavior, and Immunity - Health",39686920,"PMC11646749","10.1016/j.bbih.2024.100902","https://pmc.ncbi.nlm.nih.gov/articles/PMC11646749","Examining vaccination-related adverse events in frequent neurodegenerative diseases"
546,"#10264","Soe 2024","COVID",1,0,0,"Adult",0,0,0,0,1,0,"High","Cohort",2024,"Vaccine",38714447,,"10.1016/j.vaccine.2024.04.096","https://pubmed.ncbi.nlm.nih.gov/38714447","mRNA COVID-19 vaccine safety among older adults from the Canadian National Vaccine Safety Network"
547,"#10367","Strid 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Obstet Gynecol",38781590,,"10.1097/aog.0000000000005615","https://pubmed.ncbi.nlm.nih.gov/38781590","Postmenopausal Bleeding After Coronavirus Disease 2019 (COVID-19) Vaccination: Vaccine Adverse Event Reporting System"
548,"#24573","Subaiea 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Front Pharmacol",40356957,"PMC12066665","10.3389/fphar.2025.1561410","https://pmc.ncbi.nlm.nih.gov/articles/PMC12066665","Charting the COVID-19 vaccination journey in Saudi Arabia: Insights into post-vaccination adverse effects and immunization dynamics"
549,"#3602","Sun 2025","Influenza",0,0,1,"Pediatric",0,1,1,1,1,0,"Moderate","Case-control",2025,"Euro Surveill",39980425,,"10.2807/1560-7917.Es.2025.30.7.2500084","https://pubmed.ncbi.nlm.nih.gov/39980425","Early vaccine effectiveness estimates against medically attended laboratory-confirmed influenza based on influenza surveillance, Beijing, China, 2024/25 season"
549,"#3602","Sun 2025","Influenza",0,0,1,"Adult",0,1,1,1,1,0,"Moderate","Case-control",2025,"Euro Surveill",39980425,,"10.2807/1560-7917.Es.2025.30.7.2500084","https://pubmed.ncbi.nlm.nih.gov/39980425","Early vaccine effectiveness estimates against medically attended laboratory-confirmed influenza based on influenza surveillance, Beijing, China, 2024/25 season"
550,"#3592","Sun 2025","COVID",1,0,0,"Immunocomp",0,0,1,1,1,1,"High","Cohort",2025,"Vaccine",39700907,,"10.1016/j.vaccine.2024.126629","https://pubmed.ncbi.nlm.nih.gov/39700907","Risk of adverse events after Omicron XBB-adapted BNT162b2 COVID-19 vaccination in the United States"
551,"#10420","Surie 2024","RSV",0,1,0,"Adult",0,0,0,1,1,0,"Low","Case-control",2024,"Jama",39230920,"PMC11375516","10.1001/jama.2024.15775","https://pmc.ncbi.nlm.nih.gov/articles/PMC11375516","RSV Vaccine Effectiveness Against Hospitalization Among US Adults 60 Years and Older"
553,"#10431","Swift 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Cohort",2024,"Open Forum Infectious Diseases",39290777,"PMC11406745","10.1093/ofid/ofae495","https://pmc.ncbi.nlm.nih.gov/articles/PMC11406745","Association of COVID-19 Vaccination With Risk of Medically Attended Postacute Sequelae of COVID-19 During the Ancestral, Alpha, Delta, and Omicron Variant Eras"
553,"#10431","Swift 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Cohort",2024,"Open Forum Infectious Diseases",39290777,"PMC11406745","10.1093/ofid/ofae495","https://pmc.ncbi.nlm.nih.gov/articles/PMC11406745","Association of COVID-19 Vaccination With Risk of Medically Attended Postacute Sequelae of COVID-19 During the Ancestral, Alpha, Delta, and Omicron Variant Eras"
554,"#3634","Takada 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"J Infect Chemother",39103148,,"10.1016/j.jiac.2024.07.025","https://pubmed.ncbi.nlm.nih.gov/39103148","SARS-CoV-2 mRNA vaccine-related myocarditis and pericarditis: An analysis of the Japanese Adverse Drug Event Report database"
554,"#3634","Takada 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"J Infect Chemother",39103148,,"10.1016/j.jiac.2024.07.025","https://pubmed.ncbi.nlm.nih.gov/39103148","SARS-CoV-2 mRNA vaccine-related myocarditis and pericarditis: An analysis of the Japanese Adverse Drug Event Report database"
555,"#10466","Talib 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"J Cardiovasc Magn Reson",38479457,"PMC11004989","10.1016/j.jocmr.2024.101036","https://pmc.ncbi.nlm.nih.gov/articles/PMC11004989","Cardiovascular magnetic resonance imaging and clinical follow-up in patients with clinically suspected myocarditis after COVID-19 vaccination"
557,"#10479","Tanaka 2024","Influenza",0,0,1,"Adult",0,0,0,1,1,0,"Low","Cohort",2024,"Eur J Neurol",38117538,"PMC11236019","10.1111/ene.16172","https://pmc.ncbi.nlm.nih.gov/articles/PMC11236019","Risk of stroke within 3, 7, 14, 21 and 30 days after influenza vaccination in Alberta, Canada: A population-based study"
558,"#19001","Tani 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"High","Cohort",2024,"Vaccine X",38699157,"PMC11063515","10.1016/j.jvacx.2024.100489","https://pmc.ncbi.nlm.nih.gov/articles/PMC11063515","Reduction of adverse reactions and correlation between post-vaccination fever and specific antibody response across successive SARS-CoV-2 mRNA vaccinations"
560,"#19019","Tartof 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"Low","Case-control",2024,"Open Forum Infect Dis",39015348,"PMC11250225","10.1093/ofid/ofae370","https://pmc.ncbi.nlm.nih.gov/articles/PMC11250225","Effectiveness of BNT162b2 XBB Vaccine Against XBB and JN.1 Sublineages"
561,"#10507","Tartof 2024","RSV",0,1,0,"Adult",0,0,0,0,1,0,"Low","Case-control",2024,"JAMA Netw Open",39671195,"PMC11645642","10.1001/jamanetworkopen.2024.50832","https://pmc.ncbi.nlm.nih.gov/articles/PMC11645642","Estimated Vaccine Effectiveness for Respiratory Syncytial Virus-Related Lower Respiratory Tract Disease"
562,"#10522","Taylor 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Observational - other",2024,"MMWR Morb Mortal Wkly Rep",39361542,"PMC11449267","10.15585/mmwr.mm7339a2","https://pmc.ncbi.nlm.nih.gov/articles/PMC11449267","COVID-19-Associated Hospitalizations Among U.S. Adults Aged 18 Years - COVID-NET, 12 States, October 2023-April 2024"
564,"#10548","Testi 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2024,"Ocul Immunol Inflamm",37315304,,"10.1080/09273948.2023.2220782","https://pubmed.ncbi.nlm.nih.gov/37315304","Ocular Inflammatory Events Following COVID-19 Vaccination in the Paediatric Population: A Multinational Case Series"
565,"#10549","Testi 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"Br J Ophthalmol",38041661,,"10.1136/bjo-2023-324503","https://pubmed.ncbi.nlm.nih.gov/38041661","Ocular inflammatory events following COVID-19 vaccination: reporting of suspected adverse drug reactions to regulatory authorities in the UK"
565,"#10549","Testi 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"Br J Ophthalmol",38041661,,"10.1136/bjo-2023-324503","https://pubmed.ncbi.nlm.nih.gov/38041661","Ocular inflammatory events following COVID-19 vaccination: reporting of suspected adverse drug reactions to regulatory authorities in the UK"
566,"#10550","Tetsuka 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"Moderate","Cohort",2024,"VACCINE: X",39040886,"PMC11260603","10.1016/j.jvacx.2024.100516","https://pmc.ncbi.nlm.nih.gov/articles/PMC11260603","Adverse events of COVID-19 vaccination during 20212022 suppressed by breakfast consumption and favorable sleeping habit among Japanese university students"
567,"#3688","Thanborisutkul 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Vaccines",40266198,"PMC11946013","10.3390/vaccines13030289","https://pmc.ncbi.nlm.nih.gov/articles/PMC11946013","Incidence and Factors Associated with Self-Reported Skin Symptoms of Allergic Reactions to COVID-19 Vaccines"
567,"#3688","Thanborisutkul 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Vaccines",40266198,"PMC11946013","10.3390/vaccines13030289","https://pmc.ncbi.nlm.nih.gov/articles/PMC11946013","Incidence and Factors Associated with Self-Reported Skin Symptoms of Allergic Reactions to COVID-19 Vaccines"
568,"#10568","Thomas 2023","Influenza",0,0,1,"Immunocomp",0,0,0,1,1,1,"Low","RCT",2023,"Clin Infect Dis",39219510,"PMC10724468","10.1093/cid/ciad458","https://pmc.ncbi.nlm.nih.gov/articles/PMC10724468","Comparison of Two High-Dose Versus Two Standard-Dose Influenza Vaccines in Adult Allogeneic Hematopoietic Cell Transplant Recipients"
569,"#10585","Tian 2024","Influenza",0,0,1,"Adult",0,0,0,1,0,0,"High","Cohort",2024,"Vaccines",39591140,"PMC11599008","10.3390/vaccines12111237","https://pmc.ncbi.nlm.nih.gov/articles/PMC11599008","Protective Impact of Influenza Vaccination on Healthcare Workers"
570,"#10617","Top 2024","COVID",1,0,0,"Immunocomp",1,0,1,1,1,1,"High","Cohort",2024,"Vaccine",39413493,,"10.1016/j.vaccine.2024.126445","https://pubmed.ncbi.nlm.nih.gov/39413493","Participant-reported neurological events following immunization in the Canadian National Vaccine Safety Network-COVID-19 vaccine (CANVAS-COVID) study"
571,"#37186","Tursinov 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Front Public Health",40672927,"PMC12263602","10.3389/fpubh.2025.1520821","https://pmc.ncbi.nlm.nih.gov/articles/PMC12263602","COVID-19 vaccination pharmacovigilance in Khojaly district, Uzbekistan: an epidemiological evaluation"
571,"#37186","Tursinov 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Front Public Health",40672927,"PMC12263602","10.3389/fpubh.2025.1520821","https://pmc.ncbi.nlm.nih.gov/articles/PMC12263602","COVID-19 vaccination pharmacovigilance in Khojaly district, Uzbekistan: an epidemiological evaluation"
572,"#24824","Umezawa 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Cureus",40271323,"PMC12017381","10.7759/cureus.81085","https://pmc.ncbi.nlm.nih.gov/articles/PMC12017381","A Series of Glomerular Diseases That Developed After COVID-19 Vaccination"
573,"#3796","van Ewijk 2025","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"High","Observational - other",2025,"Vaccine X",39734394,"PMC11681879","10.1016/j.jvacx.2024.100593","https://pmc.ncbi.nlm.nih.gov/articles/PMC11681879","Innate immune response after BNT162b2 COVID-19 vaccination associates with reactogenicity"
